edition,requirement_id,row_kind,resolution_type,canonical_owner,canonical_status,primary_shard,primary_command,evidence_artifact,evidence_refs,boundary_note,backend_fields
2010,HLA1516-FW-001,requirement-row,backend-runtime-disposition,,pass,,,analysis/compliance/requirements_matrix_2010.csv; requirements/2010/hla1516_framework_rules.csv,analysis/compliance/requirements_matrix_2010.csv; requirements/2010/hla1516_framework_rules.csv,verification_method=documentation hierarchy audit; Current hierarchy and reference docs explicitly separate the framework layer from the RTI-service and OMT standards.; Framework scope is now a narrow documentation-and-traceability requirement backed directly by the hierarchy and reference docs.,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-OBJ-001,requirement-row,backend-runtime-disposition,,pass,,,analysis/compliance/requirements_matrix_2010.csv; requirements/2010/hla1516_framework_rules.csv,analysis/compliance/requirements_matrix_2010.csv; requirements/2010/hla1516_framework_rules.csv,verification_method=parser structure audit + hierarchy cross-link audit; Current parser evidence preserves distinct OMT object and interaction catalogs while the hierarchy docs cross-link those concepts into the 1516.1 and 1516.2 families.; Object-model scope is now a narrow parser-and-hierarchy requirement backed by direct OMT structure parsing plus cross-standard hierarchy links.,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-001,requirement-row,backend-runtime-disposition,,pass,,,analysis/compliance/requirements_matrix_2010.csv; requirements/2010/hla1516_framework_detailed_reconciliation.csv; requirements/2010/hla1516_framework_rules.csv,analysis/compliance/requirements_matrix_2010.csv; requirements/2010/hla1516_framework_detailed_reconciliation.csv; requirements/2010/hla1516_framework_rules.csv,verification_method=requirements skeleton; This rule row now names the lifecycle/state-transition scope directly.; Framework rule 1 is now backed directly by the authored framework reconciliation plus explicit create/join lifecycle witnesses that prove the federation FOM contract and membership-state transitions.,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-12.1-001,requirement-row,backend-runtime-disposition,,pass,,,requirements/2010/hla1516_clause_12_save_restore.csv,requirements/2010/hla1516_clause_12_save_restore.csv,verification_method=architecture plus integration test; Save coordination is traced explicitly through the source Clause 12 ledger and the focused compliance slice,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-12.1-002,requirement-row,backend-runtime-disposition,,pass,,,requirements/2010/hla1516_clause_12_save_restore.csv,requirements/2010/hla1516_clause_12_save_restore.csv,verification_method=focused integration test; Save completion and failure collection are traced explicitly through the source Clause 12 ledger,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-12.1-003,requirement-row,backend-runtime-disposition,,pass,,,requirements/2010/hla1516_clause_12_save_restore.csv,requirements/2010/hla1516_clause_12_save_restore.csv,verification_method=focused integration test; Scheduled save timing is traced explicitly through the source Clause 12 ledger,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-12.1-004,requirement-row,backend-runtime-disposition,,pass,,,requirements/2010/hla1516_clause_12_save_restore.csv,requirements/2010/hla1516_clause_12_save_restore.csv,verification_method=service and callback test; Abort-save behavior is traced explicitly through the source Clause 12 ledger,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-12.2-001,requirement-row,backend-runtime-disposition,,pass,,,requirements/2010/hla1516_clause_12_save_restore.csv,requirements/2010/hla1516_clause_12_save_restore.csv,verification_method=architecture plus integration test; Restore coordination is traced explicitly through the source Clause 12 ledger,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-12.2-002,requirement-row,backend-runtime-disposition,,pass,,,requirements/2010/hla1516_clause_12_save_restore.csv,requirements/2010/hla1516_clause_12_save_restore.csv,verification_method=focused integration test; Restore completion and failure collection are traced explicitly through the source Clause 12 ledger,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
2010,HLA1516-RULE-12.2-003,requirement-row,backend-runtime-disposition,,pass,,,requirements/2010/hla1516_clause_12_save_restore.csv,requirements/2010/hla1516_clause_12_save_restore.csv,verification_method=focused integration test; Restore time-state reinstatement is traced explicitly through the source Clause 12 ledger,"{""certi_runtime_disposition"": ""not-applicable"", ""claim_scope"": """", ""pitch_jpype_runtime_disposition"": ""classification-required"", ""pitch_py4j_runtime_disposition"": ""classification-required"", ""pitch_runtime_disposition"": ""classification-required"", ""policy_basis"": """", ""portico_runtime_disposition"": ""not-applicable"", ""python_runtime_disposition"": ""verified""}"
